,0,1,2,3,4,5,6,7,8,9
10773,94,Charleston So.,31,2383,76.9,2242,72.3,4.5,Scoring Margin,2012.0
10774,95,Seton Hall,34,2324,68.4,2170,63.8,4.5,Scoring Margin,2012.0
10775,96,Massachusetts,37,2847,76.9,2680,72.4,4.5,Scoring Margin,2012.0
10776,97,Colorado,36,2429,67.5,2269,63.0,4.4,Scoring Margin,2012.0
10777,98,Princeton,32,2141,66.9,1999,62.5,4.4,Scoring Margin,2012.0
10778,99,Kent St.,33,2322,70.4,2178,66.0,4.4,Scoring Margin,2012.0
10779,100,San Francisco,34,2563,75.4,2415,71.0,4.4,Scoring Margin,2012.0
10780,Scoring Margin,2012,,,,,,,,
10781,101,Mississippi St.,33,2377,72.0,2236,67.8,4.3,Scoring Margin,2012.0
10782,102,Fairfield,37,2417,65.3,2259,61.1,4.3,Scoring Margin,2012.0
10783,103,Savannah St.,33,2089,63.3,1949,59.1,4.2,Scoring Margin,2012.0
10784,104,Connecticut,34,2336,68.7,2193,64.5,4.2,Scoring Margin,2012.0
10785,105,Dayton,33,2369,71.8,2231,67.6,4.2,Scoring Margin,2012.0
10786,-,Cal Poly,33,2136,64.7,1998,60.5,4.2,Scoring Margin,2012.0
10787,107,Utah St.,37,2551,68.9,2400,64.9,4.1,Scoring Margin,2012.0
10788,108,Saint Joseph's,34,2446,71.9,2310,67.9,4.0,Scoring Margin,2012.0
10789,109,Clemson,31,2001,64.5,1880,60.6,3.9,Scoring Margin,2012.0
10790,110,Yale,29,1991,68.7,1878,64.8,3.9,Scoring Margin,2012.0
10791,111,Quinnipiac,32,2271,71.0,2150,67.2,3.8,Scoring Margin,2012.0
10792,112,East Carolina,31,2136,68.9,2019,65.1,3.8,Scoring Margin,2012.0
10793,113,LIU Brooklyn,34,2769,81.4,2641,77.7,3.8,Scoring Margin,2012.0
10794,114,Old Dominion,36,2368,65.8,2234,62.1,3.7,Scoring Margin,2012.0
10795,115,Illinois St.,35,2439,69.7,2310,66.0,3.7,Scoring Margin,2012.0
10796,116,Tennessee,34,2338,68.8,2216,65.2,3.6,Scoring Margin,2012.0
10797,117,Pittsburgh,39,2692,69.0,2554,65.5,3.5,Scoring Margin,2012.0
10798,118,Utah Valley,33,2305,69.8,2190,66.4,3.5,Scoring Margin,2012.0
10799,119,Xavier,36,2543,70.6,2422,67.3,3.4,Scoring Margin,2012.0
10800,120,Rice,35,2438,69.7,2322,66.3,3.3,Scoring Margin,2012.0
10801,121,Toledo,36,2502,69.5,2385,66.3,3.3,Scoring Margin,2012.0
10802,122,UNI,34,2216,65.2,2106,61.9,3.2,Scoring Margin,2012.0
10803,123,Loyola Maryland,33,2222,67.3,2120,64.2,3.1,Scoring Margin,2012.0
10804,124,USC Upstate,34,2426,71.4,2321,68.3,3.1,Scoring Margin,2012.0
10805,125,Columbia,30,1955,65.2,1863,62.1,3.1,Scoring Margin,2012.0
10806,126,Albany (NY),34,2453,72.1,2351,69.1,3.0,Scoring Margin,2012.0
10807,127,Loyola Marymount,34,2402,70.6,2301,67.7,3.0,Scoring Margin,2012.0
10808,128,Tulsa,31,2093,67.5,2001,64.5,3.0,Scoring Margin,2012.0
10809,-,Tulane,31,2002,64.6,1910,61.6,3.0,Scoring Margin,2012.0
10810,130,Valparaiso,34,2323,68.3,2223,65.4,2.9,Scoring Margin,2012.0
10811,131,Portland St.,32,2438,76.2,2345,73.3,2.9,Scoring Margin,2012.0
10812,-,Missouri St.,32,2108,65.9,2015,63.0,2.9,Scoring Margin,2012.0
10813,133,Butler,37,2352,63.6,2245,60.7,2.9,Scoring Margin,2012.0
10814,134,Minnesota,38,2569,67.6,2462,64.8,2.8,Scoring Margin,2012.0
10815,135,Virginia Tech,33,2147,65.1,2057,62.3,2.7,Scoring Margin,2012.0
10816,136,Washington St.,37,2521,68.1,2421,65.4,2.7,Scoring Margin,2012.0
10817,137,South Fla.,36,2134,59.3,2037,56.6,2.7,Scoring Margin,2012.0
10818,138,Ball St.,30,1901,63.4,1822,60.7,2.6,Scoring Margin,2012.0
10819,139,East Tenn. St.,31,2098,67.7,2017,65.1,2.6,Scoring Margin,2012.0
10820,140,Marshall,35,2472,70.6,2383,68.1,2.5,Scoring Margin,2012.0
10821,141,Bowling Green,32,2125,66.4,2046,63.9,2.5,Scoring Margin,2012.0
10822,142,Col. of Charleston,31,2191,70.7,2117,68.3,2.4,Scoring Margin,2012.0
10823,143,Arkansas,32,2299,71.8,2231,69.7,2.1,Scoring Margin,2012.0
10824,-,American,32,2059,64.3,1991,62.2,2.1,Scoring Margin,2012.0
10825,145,UCF,33,2166,65.6,2096,63.5,2.1,Scoring Margin,2012.0
10826,146,Boise St.,30,2050,68.3,1988,66.3,2.1,Scoring Margin,2012.0
10827,147,Colorado St.,32,2243,70.1,2177,68.0,2.1,Scoring Margin,2012.0
10828,148,NJIT,32,2236,69.9,2175,68.0,1.9,Scoring Margin,2012.0
10829,149,Norfolk St.,36,2482,68.9,2416,67.1,1.8,Scoring Margin,2012.0
10830,150,Richmond,32,2207,69.0,2149,67.2,1.8,Scoring Margin,2012.0
10831,Scoring Margin,2012,,,,,,,,
10832,151,Idaho,33,2298,69.6,2240,67.9,1.8,Scoring Margin,2012.0
10833,152,Chattanooga,32,2260,70.6,2204,68.9,1.8,Scoring Margin,2012.0
10834,153,Delaware St.,29,1917,66.1,1868,64.4,1.7,Scoring Margin,2012.0
10835,154,Milwaukee,34,2183,64.2,2126,62.5,1.7,Scoring Margin,2012.0
10836,155,Texas St.,30,2292,76.4,2243,74.8,1.6,Scoring Margin,2012.0
10837,156,Morehead St.,33,2070,62.7,2018,61.2,1.6,Scoring Margin,2012.0
10838,157,Youngstown St.,31,2095,67.6,2047,66.0,1.5,Scoring Margin,2012.0
10839,158,Tennessee St.,33,2250,68.2,2199,66.6,1.5,Scoring Margin,2012.0
10840,159,Western Ill.,33,2031,61.5,1985,60.2,1.4,Scoring Margin,2012.0
10841,160,Illinois,32,2098,65.6,2055,64.2,1.3,Scoring Margin,2012.0
10842,161,Eastern Wash.,32,2326,72.7,2284,71.4,1.3,Scoring Margin,2012.0
10843,162,Western Caro.,35,2503,71.5,2459,70.3,1.3,Scoring Margin,2012.0
10844,163,Oakland,36,2875,79.9,2831,78.6,1.2,Scoring Margin,2012.0
10845,164,Penn,33,2146,65.0,2106,63.8,1.2,Scoring Margin,2012.0
10846,165,LSU,33,2157,65.4,2119,64.2,1.2,Scoring Margin,2012.0
10847,166,Jacksonville St.,33,2143,64.9,2106,63.8,1.1,Scoring Margin,2012.0
10848,167,La.-Lafayette,32,2189,68.4,2155,67.3,1.1,Scoring Margin,2012.0
10849,168,Northwestern,33,2286,69.3,2252,68.2,1.0,Scoring Margin,2012.0
10850,169,High Point,31,2203,71.1,2176,70.2,.9,Scoring Margin,2012.0
10851,170,Evansville,32,2351,73.5,2325,72.7,.8,Scoring Margin,2012.0
10852,171,Ole Miss,34,2275,66.9,2250,66.2,.7,Scoring Margin,2012.0
10853,172,St. Francis (NY),30,2084,69.5,2062,68.7,.7,Scoring Margin,2012.0
10854,173,Southeast Mo. St.,31,2192,70.7,2170,70.0,.7,Scoring Margin,2012.0
10855,174,Wofford,33,2110,63.9,2087,63.2,.7,Scoring Margin,2012.0
10856,175,McNeese St.,33,2207,66.9,2185,66.2,.7,Scoring Margin,2012.0
10857,176,Duquesne,31,2252,72.6,2232,72.0,.6,Scoring Margin,2012.0
10858,177,Northwestern St.,32,2259,70.6,2239,70.0,.6,Scoring Margin,2012.0
10859,178,Oklahoma,31,2142,69.1,2123,68.5,.6,Scoring Margin,2012.0
10860,179,Delaware,32,2206,68.9,2188,68.4,.6,Scoring Margin,2012.0
10861,180,Iowa,35,2555,73.0,2537,72.5,.5,Scoring Margin,2012.0
10862,181,Boston U.,32,2045,63.9,2034,63.6,.3,Scoring Margin,2012.0
10863,182,Campbell,32,2370,74.1,2361,73.8,.3,Scoring Margin,2012.0
10864,183,Villanova,32,2266,70.8,2258,70.6,.3,Scoring Margin,2012.0
10865,184,Tennessee Tech,33,2365,71.7,2357,71.4,.2,Scoring Margin,2012.0
10866,185,Maine,29,1989,68.6,1982,68.3,.2,Scoring Margin,2012.0
10867,186,Drake,34,2279,67.0,2271,66.8,.2,Scoring Margin,2012.0
10868,187,Eastern Ky.,32,2123,66.3,2117,66.2,.2,Scoring Margin,2012.0
10869,188,Houston,30,2152,71.7,2147,71.6,.2,Scoring Margin,2012.0
10870,189,TCU,33,2382,72.2,2379,72.1,.1,Scoring Margin,2012.0
10871,190,Louisiana Tech,34,2358,69.4,2355,69.3,.1,Scoring Margin,2012.0
10872,191,UTEP,32,2021,63.2,2019,63.1,.1,Scoring Margin,2012.0
10873,192,FGCU,32,2306,72.1,2306,72.1,.0,Scoring Margin,2012.0
10874,193,Central Conn. St.,29,2029,70.0,2038,70.3,-.3,Scoring Margin,2012.0
10875,194,IUPUI,32,2319,72.5,2329,72.8,-.3,Scoring Margin,2012.0
10876,195,Fresno St.,33,2170,65.8,2181,66.1,-.3,Scoring Margin,2012.0
10877,196,Rutgers,32,2095,65.5,2106,65.8,-.3,Scoring Margin,2012.0
10878,197,Texas A&M,32,1956,61.1,1968,61.5,-.4,Scoring Margin,2012.0
10879,198,Mississippi Val.,34,2332,68.6,2345,69.0,-.4,Scoring Margin,2012.0
10880,199,Providence,32,2203,68.8,2216,69.3,-.4,Scoring Margin,2012.0
10881,-,SMU,32,1909,59.7,1922,60.1,-.4,Scoring Margin,2012.0
10882,Scoring Margin,2012,,,,,,,,
10883,201,South Ala.,29,1935,66.7,1947,67.1,-.4,Scoring Margin,2012.0
10884,-,Air Force,29,1786,61.6,1798,62.0,-.4,Scoring Margin,2012.0
10885,203,Furman,31,2006,64.7,2022,65.2,-.5,Scoring Margin,2012.0
10886,-,UALR,31,1974,63.7,1990,64.2,-.5,Scoring Margin,2012.0
10887,205,Indiana St.,33,2120,64.2,2141,64.9,-.6,Scoring Margin,2012.0
10888,206,VMI,33,2631,79.7,2660,80.6,-.9,Scoring Margin,2012.0
10889,207,Hawaii,32,2356,73.6,2387,74.6,-1.0,Scoring Margin,2012.0
10890,208,UAB,31,1875,60.5,1907,61.5,-1.0,Scoring Margin,2012.0
10891,209,Ga. Southern,30,2002,66.7,2033,67.8,-1.0,Scoring Margin,2012.0
10892,210,CSU Bakersfield,31,2121,68.4,2154,69.5,-1.1,Scoring Margin,2012.0
10893,211,Gardner-Webb,32,2103,65.7,2138,66.8,-1.1,Scoring Margin,2012.0
10894,212,Oklahoma St.,33,2209,66.9,2247,68.1,-1.2,Scoring Margin,2012.0
10895,213,Arkansas St.,34,2198,64.6,2239,65.9,-1.2,Scoring Margin,2012.0
10896,214,Bethune-Cookman,35,2276,65.0,2319,66.3,-1.2,Scoring Margin,2012.0
10897,215,Western Mich.,34,2332,68.6,2375,69.9,-1.3,Scoring Margin,2012.0
10898,216,Sacred Heart,32,2277,71.2,2319,72.5,-1.3,Scoring Margin,2012.0
10899,217,Auburn,31,1942,62.6,1983,64.0,-1.3,Scoring Margin,2012.0
10900,218,Coppin St.,30,2213,73.8,2257,75.2,-1.5,Scoring Margin,2012.0
10901,219,Green Bay,30,1935,64.5,1982,66.1,-1.6,Scoring Margin,2012.0
10902,220,Texas Southern,33,2021,61.2,2073,62.8,-1.6,Scoring Margin,2012.0
10903,221,New Hampshire,29,1774,61.2,1821,62.8,-1.6,Scoring Margin,2012.0
10904,222,Elon,31,2175,70.2,2226,71.8,-1.6,Scoring Margin,2012.0
10905,223,Appalachian St.,31,2121,68.4,2175,70.2,-1.7,Scoring Margin,2012.0
10906,224,Holy Cross,29,1886,65.0,1938,66.8,-1.8,Scoring Margin,2012.0
10907,225,Charlotte,30,2010,67.0,2066,68.9,-1.9,Scoring Margin,2012.0
10908,226,Hofstra,32,2091,65.3,2151,67.2,-1.9,Scoring Margin,2012.0
10909,227,Southeastern La.,29,1738,59.9,1795,61.9,-2.0,Scoring Margin,2012.0
10910,228,Lipscomb,31,2242,72.3,2303,74.3,-2.0,Scoring Margin,2012.0
10911,229,Montana St.,29,2030,70.0,2088,72.0,-2.0,Scoring Margin,2012.0
10912,230,Maryland,32,2198,68.7,2263,70.7,-2.0,Scoring Margin,2012.0
10913,-,Georgia,32,1950,60.9,2015,63.0,-2.0,Scoring Margin,2012.0
10914,232,Sam Houston St.,32,1875,58.6,1941,60.7,-2.1,Scoring Margin,2012.0
10915,233,Army,30,2027,67.6,2091,69.7,-2.1,Scoring Margin,2012.0
10916,234,Hampton,33,2134,64.7,2205,66.8,-2.2,Scoring Margin,2012.0
10917,235,Sacramento St.,28,1875,67.0,1936,69.1,-2.2,Scoring Margin,2012.0
10918,236,Southern Utah,31,2038,65.7,2106,67.9,-2.2,Scoring Margin,2012.0
10919,237,Fla. Atlantic,30,1977,65.9,2046,68.2,-2.3,Scoring Margin,2012.0
10920,238,Cornell,28,1833,65.5,1898,67.8,-2.3,Scoring Margin,2012.0
10921,239,Georgia Tech,31,1866,60.2,1940,62.6,-2.4,Scoring Margin,2012.0
10922,240,Winthrop,32,2035,63.6,2112,66.0,-2.4,Scoring Margin,2012.0
10923,241,Liberty,32,2201,68.8,2283,71.3,-2.6,Scoring Margin,2012.0
10924,242,DePaul,31,2298,74.1,2378,76.7,-2.6,Scoring Margin,2012.0
10925,243,Prairie View,32,2016,63.0,2101,65.7,-2.7,Scoring Margin,2012.0
10926,244,Siena,31,1975,63.7,2061,66.5,-2.8,Scoring Margin,2012.0
10927,245,N.C. A&T,32,2236,69.9,2326,72.7,-2.8,Scoring Margin,2012.0
10928,246,Morgan St.,29,1934,66.7,2017,69.6,-2.9,Scoring Margin,2012.0
10929,247,Northeastern,31,1941,62.6,2030,65.5,-2.9,Scoring Margin,2012.0
10930,248,Rider,32,2291,71.6,2387,74.6,-3.0,Scoring Margin,2012.0
10931,249,Eastern Ill.,29,1896,65.4,1984,68.4,-3.0,Scoring Margin,2012.0
10932,250,North Florida,32,2168,67.8,2266,70.8,-3.1,Scoring Margin,2012.0
10933,Scoring Margin,2012,,,,,,,,
10934,251,Northern Colo.,28,2026,72.4,2112,75.4,-3.1,Scoring Margin,2012.0
10935,252,Western Ky.,35,2272,64.9,2383,68.1,-3.2,Scoring Margin,2012.0
10936,253,Lafayette,31,2161,69.7,2260,72.9,-3.2,Scoring Margin,2012.0
10937,254,San Diego,31,2079,67.1,2179,70.3,-3.2,Scoring Margin,2012.0
10938,255,Southern U.,31,1879,60.6,1981,63.9,-3.3,Scoring Margin,2012.0
10939,256,Austin Peay,32,2216,69.3,2324,72.6,-3.4,Scoring Margin,2012.0
10940,257,Wright St.,32,1857,58.0,1967,61.5,-3.4,Scoring Margin,2012.0
10941,258,Miami (OH),30,1821,60.7,1927,64.2,-3.5,Scoring Margin,2012.0
10942,259,Samford,30,1984,66.1,2092,69.7,-3.6,Scoring Margin,2012.0
10943,260,South Carolina,31,1903,61.4,2015,65.0,-3.6,Scoring Margin,2012.0
10944,261,UC Riverside,31,1841,59.4,1954,63.0,-3.6,Scoring Margin,2012.0
10945,262,James Madison,32,2115,66.1,2235,69.8,-3.8,Scoring Margin,2012.0
10946,263,Niagara,33,2322,70.4,2448,74.2,-3.8,Scoring Margin,2012.0
10947,264,FIU,29,1836,63.3,1951,67.3,-4.0,Scoring Margin,2012.0
10948,265,Penn St.,32,1977,61.8,2106,65.8,-4.0,Scoring Margin,2012.0
10949,266,UC Irvine,32,2179,68.1,2309,72.2,-4.1,Scoring Margin,2012.0
10950,267,St. John's (NY),32,2129,66.5,2268,70.9,-4.3,Scoring Margin,2012.0
10951,268,Pacific,30,1888,62.9,2022,67.4,-4.5,Scoring Margin,2012.0
10952,269,Troy,28,1996,71.3,2122,75.8,-4.5,Scoring Margin,2012.0
10953,270,Houston Baptist,30,2208,73.6,2344,78.1,-4.5,Scoring Margin,2012.0
10954,271,IPFW,30,2100,70.0,2242,74.7,-4.7,Scoring Margin,2012.0
10955,-,Nebraska,30,1827,60.9,1969,65.6,-4.7,Scoring Margin,2012.0
10956,273,George Washington,31,1921,62.0,2069,66.7,-4.8,Scoring Margin,2012.0
10957,274,Central Mich.,32,1980,61.9,2134,66.7,-4.8,Scoring Margin,2012.0
10958,275,Marist,32,2176,68.0,2333,72.9,-4.9,Scoring Margin,2012.0
10959,276,Wake Forest,31,2029,65.5,2182,70.4,-4.9,Scoring Margin,2012.0
10960,277,Alabama St.,31,1840,59.4,1995,64.4,-5.0,Scoring Margin,2012.0
10961,278,San Jose St.,31,2099,67.7,2261,72.9,-5.2,Scoring Margin,2012.0
10962,279,Arizona St.,31,1891,61.0,2056,66.3,-5.3,Scoring Margin,2012.0
10963,280,Santa Clara,30,2085,69.5,2245,74.8,-5.3,Scoring Margin,2012.0
10964,281,Eastern Mich.,32,1704,53.3,1878,58.7,-5.4,Scoring Margin,2012.0
10965,282,Loyola Chicago,30,1717,57.2,1887,62.9,-5.7,Scoring Margin,2012.0
10966,283,UNC Wilmington,31,2013,64.9,2189,70.6,-5.7,Scoring Margin,2012.0
10967,284,Alcorn,32,2002,62.6,2187,68.3,-5.8,Scoring Margin,2012.0
10968,285,Dartmouth,30,1727,57.6,1904,63.5,-5.9,Scoring Margin,2012.0
10969,286,Tex.-Pan American,32,1993,62.3,2194,68.6,-6.3,Scoring Margin,2012.0
10970,287,Stetson,29,2089,72.0,2275,78.4,-6.4,Scoring Margin,2012.0
10971,288,Southern Ill.,31,1944,62.7,2144,69.2,-6.5,Scoring Margin,2012.0
10972,289,Pepperdine,29,1719,59.3,1911,65.9,-6.6,Scoring Margin,2012.0
10973,290,UMKC,31,1998,64.5,2204,71.1,-6.6,Scoring Margin,2012.0
10974,291,Mt. St. Mary's,29,1748,60.3,1946,67.1,-6.8,Scoring Margin,2012.0
10975,292,Rhode Island,31,2126,68.6,2339,75.5,-6.9,Scoring Margin,2012.0
10976,293,Cal St. Northridge,28,1908,68.1,2101,75.0,-6.9,Scoring Margin,2012.0
10977,294,Ill.-Chicago,30,1826,60.9,2033,67.8,-6.9,Scoring Margin,2012.0
10978,295,UNC Greensboro,32,2231,69.7,2457,76.8,-7.1,Scoring Margin,2012.0
10979,296,Southern California,32,1683,52.6,1910,59.7,-7.1,Scoring Margin,2012.0
10980,297,Idaho St.,30,1979,66.0,2192,73.1,-7.1,Scoring Margin,2012.0
10981,298,Alabama A&M,28,1764,63.0,1964,70.1,-7.1,Scoring Margin,2012.0
10982,299,Hartford,31,1860,60.0,2084,67.2,-7.2,Scoring Margin,2012.0
10983,300,Florida A&M,33,2175,65.9,2416,73.2,-7.3,Scoring Margin,2012.0
10984,Three Pt FG Defense,2012,,,,,,,,
10985,1,Georgetown,33,587,164,27.9,Three Pt FG Defense,2012,,
10986,2,Virginia Tech,33,554,155,28.0,Three Pt FG Defense,2012,,
10987,3,Arizona,35,596,170,28.5,Three Pt FG Defense,2012,,
10988,4,Alabama,33,568,164,28.9,Three Pt FG Defense,2012,,
10989,5,Virginia,32,515,149,28.9,Three Pt FG Defense,2012,,
10990,6,Southeastern La.,29,435,126,29.0,Three Pt FG Defense,2012,,
10991,7,Drexel,36,551,160,29.0,Three Pt FG Defense,2012,,
10992,8,Milwaukee,34,520,151,29.0,Three Pt FG Defense,2012,,
10993,9,Murray St.,33,480,140,29.2,Three Pt FG Defense,2012,,
10994,10,Ohio,37,674,198,29.4,Three Pt FG Defense,2012,,
10995,11,Wisconsin,36,439,129,29.4,Three Pt FG Defense,2012,,
10996,12,Savannah St.,33,398,118,29.6,Three Pt FG Defense,2012,,
10997,13,New Hampshire,29,404,120,29.7,Three Pt FG Defense,2012,,
10998,14,South Fla.,36,600,179,29.8,Three Pt FG Defense,2012,,
10999,15,Michigan St.,37,715,214,29.9,Three Pt FG Defense,2012,,
11000,16,Alabama St.,31,494,148,30.0,Three Pt FG Defense,2012,,
11001,17,Utah Valley,33,657,197,30.0,Three Pt FG Defense,2012,,
11002,18,Akron,34,575,173,30.1,Three Pt FG Defense,2012,,
11003,19,N.C. Central,32,547,165,30.2,Three Pt FG Defense,2012,,
11004,20,Loyola Marymount,34,692,209,30.2,Three Pt FG Defense,2012,,
11005,21,St. Francis (NY),30,456,138,30.3,Three Pt FG Defense,2012,,
11006,22,Louisville,40,720,218,30.3,Three Pt FG Defense,2012,,
11007,23,Seton Hall,34,636,193,30.3,Three Pt FG Defense,2012,,
11008,24,Holy Cross,29,580,177,30.5,Three Pt FG Defense,2012,,
11009,25,Xavier,36,734,224,30.5,Three Pt FG Defense,2012,,
11010,26,Drake,34,550,168,30.5,Three Pt FG Defense,2012,,
11011,27,Wyoming,33,526,161,30.6,Three Pt FG Defense,2012,,
11012,28,Butler,37,617,189,30.6,Three Pt FG Defense,2012,,
11013,29,Iowa St.,34,630,193,30.6,Three Pt FG Defense,2012,,
11014,30,Furman,31,509,156,30.6,Three Pt FG Defense,2012,,
11015,31,Cornell,28,561,172,30.7,Three Pt FG Defense,2012,,
11016,32,Wichita St.,33,605,186,30.7,Three Pt FG Defense,2012,,
11017,33,Massachusetts,37,787,242,30.7,Three Pt FG Defense,2012,,
11018,34,SMU,32,660,203,30.8,Three Pt FG Defense,2012,,
11019,35,Mercer,38,753,232,30.8,Three Pt FG Defense,2012,,
11020,36,Wagner,31,444,137,30.9,Three Pt FG Defense,2012,,
11021,37,Vanderbilt,36,667,206,30.9,Three Pt FG Defense,2012,,
11022,38,Florida St.,35,715,221,30.9,Three Pt FG Defense,2012,,
11023,39,New Mexico,35,689,213,30.9,Three Pt FG Defense,2012,,
11024,40,American,32,583,181,31.0,Three Pt FG Defense,2012,,
11025,-,UNC Wilmington,31,583,181,31.0,Three Pt FG Defense,2012,,
11026,42,Gonzaga,33,637,198,31.1,Three Pt FG Defense,2012,,
11027,43,Norfolk St.,36,675,210,31.1,Three Pt FG Defense,2012,,
11028,44,Memphis,35,603,188,31.2,Three Pt FG Defense,2012,,
11029,45,Ga. Southern,30,558,174,31.2,Three Pt FG Defense,2012,,
11030,46,BYU,35,734,229,31.2,Three Pt FG Defense,2012,,
11031,47,Prairie View,32,567,177,31.2,Three Pt FG Defense,2012,,
11032,48,UCF,33,608,190,31.3,Three Pt FG Defense,2012,,
11033,49,Eastern Mich.,32,623,195,31.3,Three Pt FG Defense,2012,,
11034,50,Appalachian St.,31,501,157,31.3,Three Pt FG Defense,2012,,
11035,Three Pt FG Defense,2012,,,,,,,,
11036,51,Notre Dame,34,535,168,31.4,Three Pt FG Defense,2012,,
11037,52,Texas A&M,32,547,172,31.4,Three Pt FG Defense,2012,,
11038,53,North Texas,32,585,184,31.5,Three Pt FG Defense,2012,,
11039,54,Syracuse,37,747,235,31.5,Three Pt FG Defense,2012,,
11040,55,Oklahoma St.,33,581,183,31.5,Three Pt FG Defense,2012,,
11041,56,Saint Louis,34,425,134,31.5,Three Pt FG Defense,2012,,
11042,57,La Salle,34,520,164,31.5,Three Pt FG Defense,2012,,
11043,58,Georgia St.,34,691,218,31.5,Three Pt FG Defense,2012,,
11044,59,UC Riverside,31,595,188,31.6,Three Pt FG Defense,2012,,
11045,60,Marquette,35,674,213,31.6,Three Pt FG Defense,2012,,
11046,61,East Carolina,31,505,160,31.7,Three Pt FG Defense,2012,,
11047,62,Eastern Ky.,32,530,168,31.7,Three Pt FG Defense,2012,,
11048,63,Marshall,35,539,171,31.7,Three Pt FG Defense,2012,,
11049,64,Cleveland St.,33,498,158,31.7,Three Pt FG Defense,2012,,
11050,65,Vermont,36,602,191,31.7,Three Pt FG Defense,2012,,
11051,66,Duke,34,482,153,31.7,Three Pt FG Defense,2012,,
11052,67,Kentucky,40,689,219,31.8,Three Pt FG Defense,2012,,
11053,-,Old Dominion,36,689,219,31.8,Three Pt FG Defense,2012,,
11054,69,Middle Tenn.,34,566,180,31.8,Three Pt FG Defense,2012,,
11055,70,North Carolina,38,862,275,31.9,Three Pt FG Defense,2012,,
11056,71,LSU,33,545,174,31.9,Three Pt FG Defense,2012,,
11057,72,Gardner-Webb,32,553,177,32.0,Three Pt FG Defense,2012,,
11058,73,NJIT,32,637,204,32.0,Three Pt FG Defense,2012,,
11059,74,Jacksonville St.,33,434,139,32.0,Three Pt FG Defense,2012,,
11060,75,Col. of Charleston,31,618,198,32.0,Three Pt FG Defense,2012,,
11061,76,Air Force,29,621,199,32.0,Three Pt FG Defense,2012,,
11062,77,VCU,36,542,174,32.1,Three Pt FG Defense,2012,,
11063,78,UMES,30,581,187,32.2,Three Pt FG Defense,2012,,
11064,79,George Mason,33,602,194,32.2,Three Pt FG Defense,2012,,
11065,80,Richmond,32,443,143,32.3,Three Pt FG Defense,2012,,
11066,81,Cincinnati,37,641,207,32.3,Three Pt FG Defense,2012,,
11067,82,Grambling,28,486,157,32.3,Three Pt FG Defense,2012,,
11068,83,West Virginia,33,554,179,32.3,Three Pt FG Defense,2012,,
11069,84,McNeese St.,33,560,181,32.3,Three Pt FG Defense,2012,,
11070,85,New Mexico St.,36,659,213,32.3,Three Pt FG Defense,2012,,
11071,86,UTSA,32,779,252,32.3,Three Pt FG Defense,2012,,
11072,87,Delaware,32,562,182,32.4,Three Pt FG Defense,2012,,
11073,88,Chattanooga,32,926,300,32.4,Three Pt FG Defense,2012,,
11074,89,Campbell,32,669,217,32.4,Three Pt FG Defense,2012,,
11075,90,N.C. A&T,32,823,267,32.4,Three Pt FG Defense,2012,,
11076,91,Ohio St.,39,721,234,32.5,Three Pt FG Defense,2012,,
11077,92,Arkansas,32,585,190,32.5,Three Pt FG Defense,2012,,
11078,93,Kansas St.,33,547,178,32.5,Three Pt FG Defense,2012,,
11079,94,South Dakota St.,35,611,199,32.6,Three Pt FG Defense,2012,,
11080,95,St. Bonaventure,32,568,185,32.6,Three Pt FG Defense,2012,,
11081,96,Louisiana Tech,34,525,171,32.6,Three Pt FG Defense,2012,,
11082,97,Colorado,36,703,229,32.6,Three Pt FG Defense,2012,,
11083,98,Western Ky.,35,500,163,32.6,Three Pt FG Defense,2012,,
11084,99,Miami (FL),33,641,209,32.6,Three Pt FG Defense,2012,,
11085,100,Lehigh,35,631,206,32.6,Three Pt FG Defense,2012,,
11086,Three Pt FG Defense,2012,,,,,,,,
11087,101,Delaware St.,29,444,145,32.7,Three Pt FG Defense,2012,,
11088,102,Valparaiso,34,594,194,32.7,Three Pt FG Defense,2012,,
11089,103,Alcorn,32,523,171,32.7,Three Pt FG Defense,2012,,
11090,104,Washington,35,620,203,32.7,Three Pt FG Defense,2012,,
11091,105,California,34,568,186,32.7,Three Pt FG Defense,2012,,
11092,106,Mt. St. Mary's,29,506,166,32.8,Three Pt FG Defense,2012,,
11093,107,LIU Brooklyn,34,637,209,32.8,Three Pt FG Defense,2012,,
11094,108,Southern U.,31,499,164,32.9,Three Pt FG Defense,2012,,
11095,109,Howard,31,532,175,32.9,Three Pt FG Defense,2012,,
11096,110,Boston U.,32,617,203,32.9,Three Pt FG Defense,2012,,
11097,111,FIU,29,559,184,32.9,Three Pt FG Defense,2012,,
11098,112,Toledo,36,747,246,32.9,Three Pt FG Defense,2012,,
11099,113,Northwestern St.,32,510,168,32.9,Three Pt FG Defense,2012,,
11100,114,Utah St.,37,701,231,33.0,Three Pt FG Defense,2012,,
11101,115,Sam Houston St.,32,552,182,33.0,Three Pt FG Defense,2012,,
11102,116,Georgia,32,579,191,33.0,Three Pt FG Defense,2012,,
11103,117,Elon,31,611,202,33.1,Three Pt FG Defense,2012,,
11104,118,Northeastern,31,493,163,33.1,Three Pt FG Defense,2012,,
11105,119,Tulane,31,526,174,33.1,Three Pt FG Defense,2012,,
11106,120,Texas Southern,33,683,226,33.1,Three Pt FG Defense,2012,,
11107,121,Montana,32,498,165,33.1,Three Pt FG Defense,2012,,
